"구분","2019-10","2019-11","2019-12","2020-01","2020-02","2020-03","평균"
"흰정수리북미멧새","0","0","0","0","0","0","0.00"
"노랑정수리멧새","0","0","0","0","0","0","0.00"
"초원멧새","0","0","0","0","0","0","0.00"
"집비둘기","281","362","1,215","819","317","140","522.33"
"미동정 조류","0","0","0","0","0","0","0.00"
"미동정 수조류","0","0","0","0","0","0","0.00"
"미동정 산새류","0","0","0","0","0","0","0.00"
"미동정 아비류","0","0","0","0","0","0","0.00"
"미동정 가마우지류","0","0","0","0","0","0","0.00"
"미동정 백로류","0","0","0","0","0","0","0.00"
"미동정 고니류","0","0","0","0","0","0","0.00"
"미동정 기러기류","62,814","1,763","5,058","6,553","7,186","829","14,033.83"
"미동정 오리류","0","0","1","132","65","0","33.00"
"미동정 흰죽지류","0","0","0","0","0","0","0.00"
"미동정 맹금류","0","0","0","0","0","0","0.00"
"미동정 소형도요류","0","0","0","0","0","0","0.00"
"미동정 중형도요류","0","0","0","0","0","0","0.00"
"미동정 도요류","0","0","0","0","0","0","0.00"
"미동정 갈매기류","0","0","0","0","0","0","0.00"
"미동정 밭종다리류","0","0","0","0","0","0","0.00"
